Electricity,type=fridge value=80.855 1693526400
Electricity,type=fridge value=80.864 1693526430
Electricity,type=fridge value=81.037 1693526460
Electricity,type=fridge value=81.196 1693526490
Electricity,type=fridge value=80.656 1693526520
Electricity,type=fridge value=80.903 1693526550
Electricity,type=fridge value=80.972 1693526580
Electricity,type=fridge value=80.641 1693526610
Electricity,type=fridge value=80.427 1693526640
Electricity,type=fridge value=80.686 1693526670
Electricity,type=fridge value=80.713 1693526700
Electricity,type=fridge value=80.355 1693526730
Electricity,type=fridge value=80.394 1693526760
Electricity,type=fridge value=80.248 1693526790
Electricity,type=fridge value=80.259 1693526820
Electricity,type=fridge value=80.232 1693526850
Electricity,type=fridge value=79.617 1693526880
Electricity,type=fridge value=80.081 1693526910
Electricity,type=fridge value=0.000 1693526940
Electricity,type=fridge value=0.000 1693526970
Electricity,type=fridge value=0.000 1693527000
Electricity,type=fridge value=0.000 1693527030
Electricity,type=fridge value=0.000 1693527060
Electricity,type=fridge value=0.000 1693527090
Electricity,type=fridge value=0.000 1693527120
Electricity,type=fridge value=0.000 1693527150
Electricity,type=fridge value=0.000 1693527180
Electricity,type=fridge value=0.000 1693527210
Electricity,type=fridge value=0.000 1693527240
Electricity,type=fridge value=0.000 1693527270
Electricity,type=fridge value=0.000 1693527300
Electricity,type=fridge value=0.000 1693527330
Electricity,type=fridge value=0.000 1693527360
Electricity,type=fridge value=0.000 1693527390
Electricity,type=fridge value=0.000 1693527420
Electricity,type=fridge value=0.000 1693527450
Electricity,type=fridge value=0.000 1693527480
Electricity,type=fridge value=0.000 1693527510
Electricity,type=fridge value=0.000 1693527540
Electricity,type=fridge value=0.000 1693527570
Electricity,type=fridge value=0.000 1693527600
Electricity,type=fridge value=0.000 1693527630
Electricity,type=fridge value=0.000 1693527660
Electricity,type=fridge value=0.000 1693527690
Electricity,type=fridge value=0.000 1693527720
Electricity,type=fridge value=0.000 1693527750
Electricity,type=fridge value=0.000 1693527780
Electricity,type=fridge value=0.000 1693527810
Electricity,type=fridge value=0.000 1693527840
Electricity,type=fridge value=0.000 1693527870
Electricity,type=fridge value=0.000 1693527900
Electricity,type=fridge value=0.000 1693527930
Electricity,type=fridge value=0.000 1693527960
Electricity,type=fridge value=0.000 1693527990
Electricity,type=fridge value=0.000 1693528020
Electricity,type=fridge value=0.000 1693528050
Electricity,type=fridge value=0.000 1693528080
Electricity,type=fridge value=0.000 1693528110
Electricity,type=fridge value=0.000 1693528140
Electricity,type=fridge value=0.000 1693528170
Electricity,type=fridge value=0.000 1693528200
Electricity,type=fridge value=0.000 1693528230
Electricity,type=fridge value=0.000 1693528260
Electricity,type=fridge value=0.000 1693528290
Electricity,type=fridge value=0.000 1693528320
Electricity,type=fridge value=0.000 1693528350
Electricity,type=fridge value=0.000 1693528380
Electricity,type=fridge value=0.000 1693528410
Electricity,type=fridge value=0.000 1693528440
Electricity,type=fridge value=0.000 1693528470
Electricity,type=fridge value=0.000 1693528500
Electricity,type=fridge value=0.000 1693528530
Electricity,type=fridge value=0.000 1693528560
Electricity,type=fridge value=0.000 1693528590
Electricity,type=fridge value=0.000 1693528620
Electricity,type=fridge value=0.000 1693528650
Electricity,type=fridge value=0.000 1693528680
Electricity,type=fridge value=0.000 1693528710
Electricity,type=fridge value=0.000 1693528740
Electricity,type=fridge value=0.000 1693528770
Electricity,type=fridge value=44.664 1693528800
Electricity,type=fridge value=91.974 1693528830
Electricity,type=fridge value=89.894 1693528860
Electricity,type=fridge value=87.923 1693528890
Electricity,type=fridge value=88.865 1693528920
Electricity,type=fridge value=89.206 1693528950
Electricity,type=fridge value=89.098 1693528980
Electricity,type=fridge value=88.872 1693529010
Electricity,type=fridge value=88.899 1693529040
Electricity,type=fridge value=88.463 1693529070
Electricity,type=fridge value=88.225 1693529100
Electricity,type=fridge value=87.904 1693529130
Electricity,type=fridge value=87.492 1693529160
Electricity,type=fridge value=87.316 1693529190
Electricity,type=fridge value=86.668 1693529220
Electricity,type=fridge value=86.843 1693529250
Electricity,type=fridge value=86.626 1693529280
Electricity,type=fridge value=85.948 1693529310
Electricity,type=fridge value=85.861 1693529340
Electricity,type=fridge value=85.725 1693529370
Electricity,type=fridge value=85.366 1693529400
Electricity,type=fridge value=85.306 1693529430
Electricity,type=fridge value=84.954 1693529460
Electricity,type=fridge value=84.803 1693529490
Electricity,type=fridge value=84.640 1693529520
Electricity,type=fridge value=84.396 1693529550
Electricity,type=fridge value=83.813 1693529580
Electricity,type=fridge value=84.315 1693529610
Electricity,type=fridge value=83.873 1693529640
Electricity,type=fridge value=83.829 1693529670
Electricity,type=fridge value=84.032 1693529700
Electricity,type=fridge value=83.798 1693529730
Electricity,type=fridge value=83.987 1693529760
Electricity,type=fridge value=83.297 1693529790
Electricity,type=fridge value=83.144 1693529820
Electricity,type=fridge value=82.743 1693529850
Electricity,type=fridge value=83.163 1693529880
Electricity,type=fridge value=82.853 1693529910
Electricity,type=fridge value=82.458 1693529940
Electricity,type=fridge value=82.558 1693529970
Electricity,type=fridge value=81.885 1693530000
Electricity,type=fridge value=81.987 1693530030
Electricity,type=fridge value=81.914 1693530060
Electricity,type=fridge value=81.869 1693530090
Electricity,type=fridge value=81.728 1693530120
Electricity,type=fridge value=81.428 1693530150
Electricity,type=fridge value=81.504 1693530180
Electricity,type=fridge value=81.650 1693530210
Electricity,type=fridge value=81.089 1693530240
Electricity,type=fridge value=81.205 1693530270
Electricity,type=fridge value=81.208 1693530300
Electricity,type=fridge value=80.876 1693530330
Electricity,type=fridge value=80.599 1693530360
Electricity,type=fridge value=80.706 1693530390
Electricity,type=fridge value=80.415 1693530420
Electricity,type=fridge value=80.579 1693530450
Electricity,type=fridge value=80.795 1693530480
Electricity,type=fridge value=80.697 1693530510
Electricity,type=fridge value=80.039 1693530540
Electricity,type=fridge value=79.830 1693530570
Electricity,type=fridge value=79.984 1693530600
Electricity,type=fridge value=79.894 1693530630
Electricity,type=fridge value=0.000 1693530660
Electricity,type=fridge value=0.000 1693530690
Electricity,type=fridge value=0.000 1693530720
Electricity,type=fridge value=0.000 1693530750
Electricity,type=fridge value=0.000 1693530780
Electricity,type=fridge value=0.000 1693530810
Electricity,type=fridge value=0.000 1693530840
Electricity,type=fridge value=0.000 1693530870
Electricity,type=fridge value=0.000 1693530900
Electricity,type=fridge value=0.000 1693530930
Electricity,type=fridge value=0.000 1693530960
Electricity,type=fridge value=0.000 1693530990
Electricity,type=fridge value=0.000 1693531020
Electricity,type=fridge value=0.000 1693531050
Electricity,type=fridge value=0.000 1693531080
Electricity,type=fridge value=0.000 1693531110
Electricity,type=fridge value=0.000 1693531140
Electricity,type=fridge value=0.000 1693531170
Electricity,type=fridge value=0.000 1693531200
Electricity,type=fridge value=0.000 1693531230
Electricity,type=fridge value=0.000 1693531260
Electricity,type=fridge value=0.000 1693531290
Electricity,type=fridge value=0.000 1693531320
Electricity,type=fridge value=0.000 1693531350
Electricity,type=fridge value=0.000 1693531380
Electricity,type=fridge value=0.000 1693531410
Electricity,type=fridge value=0.000 1693531440
Electricity,type=fridge value=0.000 1693531470
Electricity,type=fridge value=0.000 1693531500
Electricity,type=fridge value=0.000 1693531530
Electricity,type=fridge value=0.000 1693531560
Electricity,type=fridge value=0.000 1693531590
Electricity,type=fridge value=0.000 1693531620
Electricity,type=fridge value=0.000 1693531650
Electricity,type=fridge value=0.000 1693531680
Electricity,type=fridge value=0.000 1693531710
Electricity,type=fridge value=0.000 1693531740
Electricity,type=fridge value=0.000 1693531770
Electricity,type=fridge value=0.000 1693531800
Electricity,type=fridge value=0.000 1693531830
Electricity,type=fridge value=0.000 1693531860
Electricity,type=fridge value=0.000 1693531890
Electricity,type=fridge value=0.000 1693531920
Electricity,type=fridge value=0.000 1693531950
Electricity,type=fridge value=0.000 1693531980
Electricity,type=fridge value=0.000 1693532010
Electricity,type=fridge value=0.000 1693532040
Electricity,type=fridge value=0.000 1693532070
Electricity,type=fridge value=0.000 1693532100
Electricity,type=fridge value=0.000 1693532130
Electricity,type=fridge value=0.000 1693532160
Electricity,type=fridge value=0.000 1693532190
Electricity,type=fridge value=0.000 1693532220
Electricity,type=fridge value=0.000 1693532250
Electricity,type=fridge value=0.000 1693532280
Electricity,type=fridge value=0.000 1693532310
Electricity,type=fridge value=0.000 1693532340
Electricity,type=fridge value=0.000 1693532370
Electricity,type=fridge value=0.000 1693532400
Electricity,type=fridge value=0.000 1693532430
Electricity,type=fridge value=0.000 1693532460
Electricity,type=fridge value=0.000 1693532490
Electricity,type=fridge value=0.000 1693532520
Electricity,type=fridge value=0.000 1693532550
Electricity,type=fridge value=0.000 1693532580
Electricity,type=fridge value=91.130 1693532610
Electricity,type=fridge value=89.972 1693532640
Electricity,type=fridge value=88.506 1693532670
Electricity,type=fridge value=88.937 1693532700
Electricity,type=fridge value=88.634 1693532730
Electricity,type=fridge value=88.886 1693532760
Electricity,type=fridge value=88.719 1693532790
Electricity,type=fridge value=88.690 1693532820
